,Code,name,ownership,sponsor,composition,nature,enrolment2007,nTeachers,pupil2TeacherRatio,District,Division,Location,Sublocation,Costituency,Province,coordinates,lat,lon,county
2951,E2040490,MAGOMANO SEC,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,437,25,17.48,NYANDARUA,NORTH KINANGOP,ENGINEER,GATHARA,KINANGOP,CENTRAL,"(-0.60665830000, 36.58292500000)",-0.6066583,36.582925,Nyandarua
2952,A2050163,RUTUNE SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,206,9,22.88888888888889,NYERI,MUKURWE-INI,RUTUNE,KARIARA,MUKURWE-INI,CENTRAL,"(-0.60641500000, 37.14215700000)",-0.606415,37.142157,Nyeri
2953,F2030354,KIRU MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,444,19,23.36842105263158,MURANGA,MATHIOYA,KIRU,KANJAMA,MATHIOYA,CENTRAL,"(-0.60602560000, 36.94505750000)",-0.6060256,36.9450575,Murang'a
2954,H6030340,NYAGISAI SEC,PUBLIC,RELIGIOUS ORGANISATION,MIXED,DAY,170,11,15.454545454545455,CENTRAL KISII,MOSOCHO,BOGEKA,GESONI,KITUTU CHACHE,NYANZA,"(-0.60581600000, 34.77866900000)",-0.605816,34.778669,Kisii
2955,G6070551,NYAISA MANGA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,194,10,19.4,NYAMIRA,MANGA,CENTRAL KITUTU,MORAKO,KITUTU MASABA,NYANZA,"(-0.60507300000, 34.84656900000)",-0.605073,34.846569,Nyamira
2956,G4100325,GAI SEC SCH,PUBLIC,COMMUNITY,MIXED,DAY,10,2,5.0,MWINGI,KYUSO,KYUSO,GAI,MWINGI NORTH,EASTERN,"(-0.60418000000, 38.18766000000)",-0.60418,38.18766,Kitui
2958,A4070260,GITIBURI  SEC. SCH.,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,100,10,10.0,MBEERE,SIAKAGO,GITUBURI,GITUBURI,SIAKAGO,EASTERN,"(-0.60304800000, 37.62064000000)",-0.603048,37.62064,Embu
2959,H6030229,SENSI SEC SCH,PUBLIC,RELIGIOUS ORGANISATION,MIXED,DAY,101,10,10.1,CENTRAL KISII,MARANI,SENSI,KIONG'ANYO,KITUTU CHACHE,NYANZA,"(-0.60286000000, 34.81721000000)",-0.60286,34.81721,Kisii
2960,M7180508,GEOGRA GIRLS SECONDARY,PRIVATE,PRIVATE INDIVIDUAL,GIRLS ONLY,BOARDING,13,4,3.25,BURETI,KONOIN,BOITO,KAPTEMBWO,KONOIN,RIFT VALLEY,"(-0.60249000000, 35.23567000000)",-0.60249,35.23567,Bomet
2961,A2050729,MUIRUNGI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,209,10,20.9,NYERI,OTHAYA,CHINGA,GATHERA,OTHAYA,CENTRAL,"(-0.60205300000, 36.87070800000)",-0.602053,36.870708,Nyeri
2962,H6030095,ST.PAUL NYANKANDA SEC,PUBLIC,RELIGIOUS ORGANISATION,MIXED,DAY,107,10,10.7,CENTRAL KISII,MARANI,NGENYI,GESANGERO,KITUTU CHACHE,NYANZA,"(-0.60063400000, 34.88263100000)",-0.600634,34.882631,Kisii
2964,F6020279,LEEDS MIXED DAY SEC,PRIVATE,PRIVATE INDIVIDUAL/ORGANISATION,MIXED,DAY,143,8,17.875,HOMA BAY,RANGWE,GEM CENTRAL,KAMAGAWI,RANGWE,NYANZA,"(-0.60025300000, 34.57090300000)",-0.600253,34.570903,Homa Bay
2965,E2040499,DIMA COMPLEX SEC,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY AND BOARDING,22,8,2.75,NYANDARUA,NORTH KINANGOP,ENGINEER,KAHURU/MURUAKI,KINANGOP,CENTRAL,"(-0.59995220000, 36.57140920000)",-0.5999522,36.5714092,Nyandarua
2966,F2030336,KAMACHARIA SEC.,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,322,15,21.466666666666665,MURANGA,MATHIOYA,KAMACHARIA,KAMACHARIA,MATHIOYA,CENTRAL,"(-0.59994140000, 36.99002360000)",-0.5999414,36.9900236,Murang'a
2967,F2030381,KIRIA-INI GIRLS SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,GIRLS ONLY,BOARDING,704,29,24.275862068965516,MURANGA,MATHIOYA,KIRU,KIRIAINI,MATHIOYA,CENTRAL,"(-0.59953280000, 36.94965190000)",-0.5995328,36.9496519,Murang'a
2968,F2030380,KIRIA-INI MIXED SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,193,12,16.083333333333332,MURANGA,MATHIOYA,KIRU,KIRIAINI,MATHIOYA,CENTRAL,"(-0.59942440000, 36.94729420000)",-0.5994244,36.9472942,Murang'a
2969,M7180143,CHEMOIBEN SECONDARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,95,6,15.833333333333334,BURETI,BURETI,CHEMOIBEN,CHEMOIBEN,BURETI,RIFT VALLEY,"(-0.59935000000, 35.20881000000)",-0.59935,35.20881,Bomet
2970,F6020262,ORERO BOYS BOARDING  SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,BOYS ONLY,DAY,649,30,21.633333333333333,HOMA BAY,RANGWE,GEM CENTRAL,GENGA,RANGWE,NYANZA,"(-0.59906000000, 34.58131000000)",-0.59906,34.58131,Homa Bay
2971,M7180098,CHEBWAGAN SECONDARY,PUBLIC,PRIVATE INDIVIDUAL,MIXED,DAY,500,23,21.73913043478261,BURETI,BURETI,CHEBWAGAN,CHEBWAGAN,BURETI,RIFT VALLEY,"(-0.59892200000, 35.14832100000)",-0.598922,35.148321,Bomet
2972,F2030316,IRURI SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,120,12,10.0,MURANGA,MATHIOYA,KAMACHARIA,THUITA,MATHIOYA,CENTRAL,"(-0.59891690000, 37.03247470000)",-0.5989169,37.0324747,Murang'a
2973,G6071108,KEBIRIGO MIXED SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,BOARDING,380,31,12.258064516129032,NYAMIRA,NYAMIRA,BONYAMATUTA CHA,KEBIRIGO,WEST MUGIRANGO,NYANZA,"(-0.59830900000, 34.95404200000)",-0.598309,34.954042,Nyamira
2974,K7091754,MAU NAROK SEC,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY,266,14,19.0,NAKURU,MAU-NAROK,MAU-NAROK,SIAPEI,MOLO,RIFT VALLEY,"(-0.59820000000, 36.00848000000)",-0.5982,36.00848,Nakuru
2975,A2050721,GATHERA SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,309,16,19.3125,NYERI,OTHAYA,CHINGA,MUMBUINI,OTHAYA,CENTRAL,"(-0.59816300000, 36.90012700000)",-0.598163,36.900127,Nyeri
2976,G6070920,NYAMIRANGA SDA SEC,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY AND BOARDING,593,26,22.807692307692307,NYAMIRA,EKERENYO,KIABONYORU,MOKOMONI,N.MUGIRANGO BORABU,NYANZA,"(-0.59799600000, 35.02396200000)",-0.597996,35.023962,Nyamira
2977,A4070247,ST.PHILIPS HIGH SCH.,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,BOARDING,201,8,25.125,MBEERE,SIAKAGO,NTHAWA,GITIBURI,SIAKAGO,EASTERN,"(-0.59758900000, 37.58160600000)",-0.597589,37.581606,Embu
2978,F2030313,KAMUNE SEC SCH,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY,138,11,12.545454545454545,MURANGA,MATHIOYA,KAMACHARIA,KAMUNE,MATHIOYA,CENTRAL,"(-0.59745190000, 37.01645970000)",-0.5974519,37.0164597,Murang'a
